iter	Logloss
0	0.6824586292
1	0.675903326
2	0.6748220864
3	0.6649046598
4	0.6477304256
5	0.6398859661
6	0.6365699437
7	0.6342657947
8	0.6257834534
9	0.6256605377
10	0.6188032114
11	0.616924152
12	0.6090224263
13	0.5981916083
14	0.5832867078
15	0.5811737256
16	0.564874667
17	0.5615772723
18	0.5581310071
19	0.5474730294
20	0.5334363741
21	0.5288777311
22	0.5250259287
23	0.5235564744
24	0.5235564518
25	0.5155048837
26	0.4990884121
27	0.4989169727
28	0.4889138974
29	0.4875927879
30	0.4871020483
31	0.4837381543
32	0.4698824194
33	0.459882082
34	0.4570625686
35	0.456975707
36	0.4415804515
37	0.4363324619
38	0.4255147062
39	0.4250778336
40	0.4228019914
41	0.4156810865
42	0.4050536328
43	0.4047323651
44	0.3999008492
45	0.3971075959
46	0.3888481213
47	0.380882092
48	0.3778620712
49	0.3752457599
50	0.3668202057
51	0.3596060045
52	0.35359747
53	0.3507914087
54	0.3390625774
55	0.3343171928
56	0.330558354
57	0.3283883666
58	0.3275445935
59	0.3231495555
60	0.3229460771
61	0.3129779983
62	0.3109587902
63	0.3000452924
64	0.2930455092
65	0.2847149842
66	0.2797807253
67	0.2745550146
68	0.269159845
69	0.2634249002
70	0.2589738045
71	0.2525076674
72	0.2496760242
73	0.2463724721
74	0.2443072702
75	0.237980296
76	0.2375883877
77	0.2317042988
78	0.2295144064
79	0.2278348477
80	0.2231976846
81	0.2221957972
82	0.2188126308
83	0.2171834266
84	0.2126976873
85	0.2117413491
86	0.2110267534
87	0.2107641151
88	0.2086088611
89	0.203853559
90	0.1986999258
91	0.1945986427
92	0.1940963525
93	0.1939288235
94	0.1914423335
95	0.1893221064
96	0.1883410408
97	0.1867619576
98	0.1813404529
99	0.1771692633
100	0.1751767395
101	0.1719064571
102	0.1706785491
103	0.1664783419
104	0.1632583246
105	0.1589958139
106	0.15714502
107	0.1557595701
108	0.154547175
109	0.1532884475
110	0.152894471
111	0.1515500605
112	0.1500165042
113	0.1480143741
114	0.1453707738
115	0.1448234706
116	0.1442897214
117	0.1427279558
118	0.1404903827
119	0.1394528867
120	0.1375155834
121	0.1367974169
122	0.1354657258
123	0.1338822666
124	0.1317065724
125	0.1292799126
126	0.1279711865
127	0.1260864682
128	0.1251593026
129	0.1224262495
130	0.1213310634
131	0.1190723688
132	0.117193149
133	0.1164237924
134	0.1150623758
135	0.1142130817
136	0.1133958461
137	0.1123367467
138	0.1120711259
139	0.1113640693
140	0.1096411745
141	0.1092456912
142	0.1089278369
143	0.1070092975
144	0.1065469745
145	0.1059205265
146	0.1049326172
147	0.1037924534
148	0.1031650049
149	0.1020697994
150	0.1007086838
151	0.09942442346
152	0.09929624864
153	0.09823240049
154	0.0980825127
155	0.09719204082
156	0.09638096285
157	0.0950937226
158	0.09398256992
159	0.09283496591
160	0.09205877249
161	0.09100338748
162	0.09073156895
163	0.09041567354
164	0.09029542649
165	0.08878420185
166	0.08854293014
167	0.08848502079
168	0.08741506761
169	0.0872992871
170	0.08705274832
171	0.08702775348
172	0.08680842647
173	0.08658058659
174	0.08570902994
175	0.0852552113
176	0.08499725516
177	0.08458606163
178	0.08367630883
179	0.08289297567
180	0.08255173329
181	0.08221960369
182	0.08198282957
183	0.08152156221
184	0.08083713445
185	0.07950452645
186	0.07827532191
187	0.07820639689
188	0.07732722155
189	0.076523462
190	0.07633479743
191	0.07577787698
192	0.07527016142
193	0.07491753464
194	0.07427301166
195	0.07325284604
196	0.07309259026
197	0.07297559782
198	0.07292648506
199	0.07281998877
200	0.07197584868
201	0.07136419633
202	0.07068685219
203	0.07006806752
204	0.06993122371
205	0.06923003408
206	0.06860406981
207	0.06824491613
208	0.06798035884
209	0.06726681759
210	0.06660893916
211	0.06638021538
212	0.06612071956
213	0.0660809959
214	0.06601502687
215	0.06540827819
216	0.0653539118
217	0.06463817726
218	0.06458067302
219	0.06412108488
220	0.06407286131
221	0.06355344777
222	0.06307012835
223	0.06122986837
224	0.06106182883
225	0.06059483748
226	0.05994711127
227	0.05979414825
228	0.05935273145
229	0.05894261984
230	0.05863830327
231	0.05854203521
232	0.05814588281
233	0.05803558488
234	0.0578912199
235	0.05778304236
236	0.05741465815
237	0.05735105887
238	0.05725418065
239	0.05652449246
240	0.05546628943
241	0.055340888
242	0.05438774601
243	0.0542712261
244	0.05393825248
245	0.0530663134
246	0.05276831983
247	0.05265900605
248	0.05185037128
249	0.05175072027
250	0.05153976576
251	0.05152155309
252	0.05127988995
253	0.05122504342
254	0.05100904422
255	0.05086048277
256	0.05080794365
257	0.05066160761
258	0.05027030351
259	0.05022137275
260	0.04988648277
261	0.04957154721
262	0.04953652627
263	0.04924037198
264	0.04892119403
265	0.0484989254
266	0.048150234
267	0.04789132909
268	0.04750551817
269	0.04733229628
270	0.04696752967
271	0.04685229898
272	0.04656770326
273	0.04628724939
274	0.04627453856
275	0.04626270792
276	0.04597897154
277	0.04587020179
278	0.04565280408
279	0.04524748089
280	0.04498829864
281	0.04486329647
282	0.0448400217
283	0.04463919687
284	0.04450925103
285	0.04441911475
286	0.04390390022
287	0.04386297128
288	0.04368550237
289	0.04361817947
290	0.0434684397
291	0.04321034762
292	0.04313150585
293	0.04273894719
294	0.04267552516
295	0.04259985409
296	0.04256142685
297	0.04219900936
298	0.04216238289
299	0.04210232049
300	0.04204491333
301	0.04189339119
302	0.04183885511
303	0.04143889657
304	0.04140459846
305	0.04132635595
306	0.04084567185
307	0.04077226416
308	0.04070445179
309	0.04068699966
310	0.04045179905
311	0.04011532331
312	0.03980022552
313	0.03958733149
314	0.03929520914
315	0.03905756531
316	0.03874375744
317	0.0386151286
318	0.03819245399
319	0.03797724997
320	0.03758622221
321	0.03741271768
322	0.03720664035
323	0.03703079837
324	0.03682615044
325	0.03665229596
326	0.03625961662
327	0.03616321179
328	0.03569921284
329	0.03534485294
330	0.03504597615
331	0.03476587856
332	0.0344705409
333	0.03438202124
334	0.03429975409
335	0.034222898
336	0.03390201772
337	0.03383027818
338	0.03376263014
339	0.03367714961
340	0.03361344841
341	0.03355297216
342	0.0334953599
343	0.03344030613
344	0.03319884805
345	0.03314595779
346	0.0328866385
347	0.0328398443
348	0.03279515589
349	0.03273934912
350	0.03249501599
351	0.03244466663
352	0.03226444586
353	0.03190897686
354	0.03157816794
355	0.03149989782
356	0.03129731469
357	0.03099060734
358	0.03095107998
359	0.03066555149
360	0.03062383169
361	0.03043772654
362	0.03040522539
363	0.03036922348
364	0.03012178463
365	0.03008889969
366	0.02981844495
367	0.02956467116
368	0.0293260262
369	0.02929542338
370	0.02922684112
371	0.0290191614
372	0.02895507147
